uwbtime,uwbx,uwby,uwbz
12.3949,0.832485,0.94754,1.61818
12.4115,0.826088,0.953301,1.61779
12.4285,0.820248,0.957532,1.61747
12.4453,0.812555,0.962844,1.618
12.4616,0.806075,0.970136,1.62017
12.478,0.799522,0.974289,1.62128
12.4947,0.793972,0.977318,1.6207
12.5114,0.788945,0.980048,1.62029
12.5281,0.784465,0.982749,1.62041
12.5445,0.77871,0.986747,1.62086
12.5612,0.770908,0.990903,1.62227
12.5781,0.763855,0.994557,1.62341
12.5949,0.757753,0.998406,1.62399
12.611,0.751872,1.00163,1.6237
12.6277,0.746214,1.00514,1.62265
12.6445,0.741041,1.00833,1.62096
12.6611,0.733963,1.01129,1.61893
12.6777,0.728179,1.01269,1.61638
